timestamp,x,y,column,robot_x,robot_y
1.7302203985943084e+18,2.98,-0.79,3,10.319011780169982,-1.4900558771907793
1.7302203986942812e+18,3.01,-0.79,3,10.318702542847763,-1.490051245143036
1.730220398794339e+18,3.05,-0.8,3,10.31842174825801,-1.4900479888745868
1.7302203988944515e+18,3.08,-0.8,3,10.318187191603812,-1.4900454426238
1.7302203989944374e+18,3.12,-0.81,3,10.317828896432426,-1.490041476482824
1.7302203990943022e+18,3.15,-0.81,3,10.311627744149048,-1.4900030737282042
1.7302203991943014e+18,3.19,-0.81,3,10.291510991504191,-1.4900047718676803
1.7302203992941714e+18,3.23,-0.82,3,10.255333205455242,-1.490084469695871
1.7302203993943012e+18,3.26,-0.82,3,10.199947772940156,-1.4902152563485904
1.7302203994943465e+18,3.38,-0.84,3,10.130519789058926,-1.484939443209687
1.7302203995943662e+18,3.49,-0.85,3,10.05507525072002,-1.4852418237042282
1.7302203996943923e+18,3.6,-0.86,3,9.960697526975911,-1.4801689294071858
1.7302203997943544e+18,3.72,-0.87,3,9.868713794035047,-1.4806147176721245
1.7302203998943995e+18,3.83,-0.88,3,9.769854865020026,-1.4733833632527178
1.7302203999944195e+18,3.95,-0.89,3,9.683078674002626,-1.4730909534511951
1.7302204000942863e+18,4.06,-0.9,3,9.572936403199549,-1.4622358231964867
1.7302204001943265e+18,4.18,-0.91,3,9.47320552883477,-1.461195680943005
1.7302204002942774e+18,4.29,-0.92,3,9.36280641710776,-1.4555030114323235
1.7302204003942295e+18,4.41,-0.94,3,9.262742633941404,-1.4540747076834113
1.7302204004942316e+18,4.52,-0.93,3,9.144798048298576,-1.4448949347216349
1.7302204005942932e+18,4.64,-0.93,3,9.0439449653254,-1.4418871078221362
1.7302204006942175e+18,4.75,-0.92,3,8.929430936097672,-1.4345543065952298
1.7302204007942615e+18,4.87,-0.92,3,8.831056789543371,-1.4311474741147543
1.7302204008941985e+18,4.98,-0.91,3,8.739437168440297,-1.4227496580836638
1.7302204009942205e+18,5.1,-0.91,3,8.638367864415955,-1.4164621312305228
1.7302204010942694e+18,5.21,-0.9,3,8.531197767871225,-1.401061836493272
1.7302204011942234e+18,5.33,-0.9,3,8.43116394839183,-1.3894926287293838
1.7302204012943063e+18,5.44,-0.89,3,8.3080488121595,-1.3707949929520489
1.7302204013943124e+18,5.56,-0.89,3,8.19678331821651,-1.3559331310423874
1.7302204014942264e+18,5.67,-0.83,3,8.088891503449418,-1.3446002385076126
1.7302204015942774e+18,5.78,-0.78,3,7.985956482205914,-1.3281001007104856
1.7302204016941645e+18,5.89,-0.73,3,7.886819981296636,-1.3143694955111018
1.7302204017942382e+18,6.0,-0.67,3,7.78302445868673,-1.2967065220185965
1.7302204018940664e+18,6.11,-0.62,3,7.684012587519622,-1.281824783400492
1.7302204019940723e+18,6.22,-0.56,3,7.579615832028841,-1.2648509614464167
1.7302204020940493e+18,6.33,-0.51,3,7.480990266965602,-1.2496587971860391
1.7302204021940854e+18,6.44,-0.45,3,7.382439094168964,-1.2346223348126169
1.7302204022941814e+18,6.55,-0.4,3,7.283424422258355,-1.218817398262251
1.7302204023942044e+18,6.66,-0.34,3,7.183422959481275,-1.1993409607694268
1.7302204024941453e+18,6.79,-0.38,3,7.0947115644540695,-1.1841105088356845
1.7302204025941033e+18,6.92,-0.42,3,6.99347167094863,-1.1692797111134232
1.7302204026941064e+18,7.06,-0.46,3,6.894567646752558,-1.151728238355667
1.7302204027941304e+18,7.19,-0.5,3,6.801049363566474,-1.135660896343323
1.7302204028941924e+18,7.32,-0.53,3,6.702306578730483,-1.1181306974876828
1.7302204029940884e+18,7.46,-0.57,3,6.603006703184698,-1.101112626743118
1.7302204030940992e+18,7.59,-0.61,3,6.504348014753791,-1.0860260133660684
1.7302204031940654e+18,7.72,-0.65,3,6.394963452470112,-1.0744203772044054
1.7302204032941985e+18,7.85,-0.69,3,6.296254569275138,-1.0597995743316304
1.7302204033941734e+18,7.99,-0.73,3,6.192078128842378,-1.0481523348291737
1.7302204034941417e+18,8.11,-0.76,3,6.092962992043348,-1.0336826622674375
1.7302204035941225e+18,8.23,-0.79,3,5.995374702181802,-1.0243258562399304
1.7302204036941356e+18,8.35,-0.82,3,5.896101425369831,-1.0122827631121167
1.7302204037941266e+18,8.48,-0.85,3,5.798668728463027,-1.0017192903941818
1.7302204038940557e+18,8.6,-0.88,3,5.698610188625103,-0.9898753693105832
1.7302204039940646e+18,8.72,-0.91,3,5.596738372715736,-0.9805624158492916
1.7302204040940416e+18,8.84,-0.94,3,5.496681301028736,-0.9711102278080987
1.7302204041940966e+18,8.96,-0.97,3,5.39600783926199,-0.9669052073308296
1.7302204042940403e+18,9.09,-1.0,3,5.295538469978335,-0.9615023147220998
