timestamp,x,y,column,robot_x,robot_y
1.7308255599301187e+18,3.39,-0.46,2,8.814939270643963,-0.2053019846622331
1.7308255600301453e+18,3.49,-0.45,2,8.789412471433687,-0.2081680710678144
1.7308255601302643e+18,3.59,-0.44,2,8.760704843770613,-0.2121130461395258
1.7308255602302495e+18,3.69,-0.44,2,8.739113762891845,-0.2150399155030117
1.7308255603302024e+18,3.79,-0.43,2,8.722766439326437,-0.2173063291396399
1.7308255604301944e+18,3.89,-0.42,2,8.698669891162204,-0.2196835403231194
1.7308255605302413e+18,3.99,-0.41,2,8.672908103424128,-0.2233551398991001
1.7308255606301635e+18,4.09,-0.4,2,8.653554161307865,-0.2251138937565436
1.7308255607302502e+18,4.19,-0.39,2,8.636696147173298,-0.2263876069074299
1.7308255608302753e+18,4.3,-0.38,2,8.616311016637846,-0.2287104145053081
1.7308255609302405e+18,4.39,-0.38,2,8.597897460355886,-0.231337443907716
1.7308255610302533e+18,4.48,-0.38,2,8.57077405007972,-0.2352091721530655
1.7308255611301804e+18,4.57,-0.38,2,8.548447428375665,-0.2389959308209887
1.7308255612301693e+18,4.66,-0.38,2,8.531027404934942,-0.2411672673079256
1.7308255613301614e+18,4.75,-0.38,2,8.509109549072917,-0.2440983610285847
1.7308255614302564e+18,4.84,-0.38,2,8.486686266074557,-0.2490316689039518
1.7308255615302103e+18,4.93,-0.38,2,8.455847100732614,-0.2543900492096793
1.7308255616302354e+18,5.02,-0.38,2,8.438273767572687,-0.2588673177221405
1.7308255617302295e+18,5.11,-0.37,2,8.41033806515096,-0.2635270515070725
1.7308255618301783e+18,5.21,-0.37,2,8.383828226723402,-0.2698047190135904
1.7308255619302065e+18,5.3,-0.37,2,8.348899599119033,-0.2778382725176469
1.7308255620303683e+18,5.4,-0.36,2,8.325919672720994,-0.2831758267450617
1.7308255621302984e+18,5.5,-0.35,2,8.295984407895055,-0.2903310898572022
1.7308255622304515e+18,5.6,-0.35,2,8.262851020692342,-0.298309360635841
1.7308255623302843e+18,5.7,-0.34,2,8.2245234756039,-0.3088737774318077
1.7308255624302374e+18,5.8,-0.34,2,8.198613276220597,-0.3140579867701443
1.7308255625301235e+18,5.89,-0.33,2,8.165886637127288,-0.3214464269505923
1.7308255626303163e+18,5.99,-0.32,2,8.134878350391935,-0.3306707980770135
1.730825562730372e+18,6.09,-0.32,2,8.092610239797166,-0.339297299711691
1.7308255628303532e+18,6.19,-0.31,2,8.066550517623117,-0.3454988780608929
1.7308255629303173e+18,6.27,-0.26,2,8.035172500540652,-0.3522769080237132
