timestamp,x,y,column,robot_x,robot_y
1.7308183510952323e+18,9.69,0.04,3,3.141224711284677,-0.4296705085918058
1.7308183511953295e+18,9.66,0.04,3,3.158311227631695,-0.4275545818758712
1.7308183512953334e+18,9.64,0.04,3,3.1863248083130067,-0.4242536709328134
1.7308183513953375e+18,9.62,0.04,3,3.2083738093015013,-0.420891982916921
1.7308183514952934e+18,9.59,0.03,3,3.230958031286861,-0.4165043738065723
1.7308183515952653e+18,9.5,0.03,3,3.2448075200420234,-0.4166838887430532
1.7308183516952855e+18,9.42,0.02,3,3.2674735295149624,-0.4119211871422242
1.7308183517951342e+18,9.33,0.02,3,3.292908719784228,-0.4091987661374724
1.7308183518952394e+18,9.24,0.01,3,3.3143301020935496,-0.4076907208879321
1.7308183519952353e+18,9.15,0.01,3,3.333802886763643,-0.4074093431703344
1.7308183520952143e+18,9.06,0.0,3,3.3476891581012502,-0.4082618105014226
1.7308183521952115e+18,8.98,-0.0,3,3.3761461947140328,-0.4098524861346865
1.7308183522951724e+18,8.89,-0.01,3,3.397222520108879,-0.409147220970638
1.7308183523952845e+18,8.8,-0.01,3,3.4196803177459607,-0.4087953561253952
1.7308183524952873e+18,8.71,-0.02,3,3.43586850478707,-0.407226912997943
1.7308183525951875e+18,8.62,-0.03,3,3.467842242157784,-0.4058681837859036
1.7308183526951895e+18,8.52,-0.04,3,3.4913651222724544,-0.4052843750400423
1.7308183527951575e+18,8.43,-0.05,3,3.5185348448957434,-0.4025343807129034
1.7308183528952932e+18,8.33,-0.06,3,3.53889865421287,-0.4005600019629822
1.7308183529952735e+18,8.23,-0.07,3,3.573933321056825,-0.3972205500901933
1.7308183530953065e+18,8.14,-0.09,3,3.601777350467706,-0.3961871476503987
1.7308183531952474e+18,8.04,-0.1,3,3.6321925377741127,-0.392500188520313
1.7308183532952463e+18,7.94,-0.11,3,3.6613382018476406,-0.3918504033743152
1.7308183533952832e+18,7.85,-0.12,3,3.68321724534836,-0.3895225053083017
1.7308183534952305e+18,7.75,-0.13,3,3.720994579627236,-0.3906813292594321
1.7308183535952084e+18,7.67,-0.13,3,3.749913824622223,-0.3893021574949858
1.7308183536952292e+18,7.58,-0.14,3,3.781077497969037,-0.3888098461954745
1.7308183537953613e+18,7.5,-0.14,3,3.8051614201309567,-0.3887352097389354
1.7308183538952945e+18,7.41,-0.14,3,3.841833590650399,-0.3901792016483796
1.7308183539952965e+18,7.33,-0.14,3,3.875742454978826,-0.3914244280533063
1.7308183540952855e+18,7.24,-0.15,3,3.908034597551524,-0.3931142911785245
1.7308183541952934e+18,7.16,-0.15,3,3.9327135263204887,-0.3952500806025267
1.7308183542952604e+18,7.07,-0.15,3,3.973845614333579,-0.3999134911515817
1.7308183543953574e+18,6.99,-0.15,3,4.009612459281465,-0.4046901696088966
1.7308183544953075e+18,6.9,-0.16,3,4.034170971303551,-0.4114317050274656
1.7308183545953073e+18,6.81,-0.15,3,4.067853234893025,-0.4173869165048861
1.7308183546953075e+18,6.72,-0.15,3,4.1032629560835705,-0.4207233664204822
1.7308183547952253e+18,6.62,-0.14,3,4.148393965462164,-0.4212692388796667
1.7308183548953523e+18,6.53,-0.14,3,4.174234834039271,-0.4226483737204583
1.7308183549952113e+18,6.44,-0.13,3,4.210359500601968,-0.4229972783457035
1.7308183550952074e+18,6.34,-0.12,3,4.248139194969665,-0.4272884476856844
1.7308183551952023e+18,6.25,-0.12,3,4.290121381796987,-0.4280438748311043
1.7308183552952914e+18,6.16,-0.11,3,4.314209243212908,-0.4267762005066675
1.7308183553953654e+18,6.06,-0.11,3,4.349885928893669,-0.4265202111750927
1.7308183554953846e+18,5.97,-0.1,3,4.385010340179226,-0.4268169365500825
1.7308183555954353e+18,5.87,-0.08,3,4.427033180488208,-0.4292987542905508
1.7308183556953244e+18,5.78,-0.05,3,4.461741140212351,-0.4305583709360114
1.7308183557953976e+18,5.68,-0.03,3,4.486901591255411,-0.4312388673798494
1.7308183558952855e+18,5.59,-0.0,3,4.5223400755929655,-0.4356230370125539
1.7308183559954176e+18,5.49,0.02,3,4.558317495190144,-0.4364919718518594
1.7308183560954424e+18,5.39,0.05,3,4.6009241248261965,-0.4403319222507565
1.7308183561955282e+18,5.3,0.07,3,4.6270407479531785,-0.4398615959273297
1.7308183562954542e+18,5.2,0.1,3,4.66280468703151,-0.4422449321933567
1.7308183563954563e+18,5.11,0.12,3,4.696220527329425,-0.4455580261496621
1.7308183564954255e+18,5.01,0.14,3,4.737115741998663,-0.4478722954673573
1.7308183565954665e+18,4.9,0.12,3,4.7646900468790525,-0.4510659018786842
1.7308183566954785e+18,4.79,0.1,3,4.796945614672538,-0.457250319523471
1.7308183567955364e+18,4.68,0.08,3,4.82858945417507,-0.4602529596519161
1.7308183568954353e+18,4.57,0.06,3,4.878343477975947,-0.4591207409296067
1.7308183569953782e+18,4.46,0.03,3,4.904711707568805,-0.4652175647854423
1.7308183570954906e+18,4.35,0.01,3,4.937525365601731,-0.4691272118401013
1.7308183571954944e+18,4.24,-0.01,3,4.968906220664715,-0.4710393841977121
1.7308183572954875e+18,4.13,-0.03,3,5.010632880695615,-0.4742655642006106
1.7308183573955955e+18,4.02,-0.05,3,5.032278115199657,-0.4774500177915327
1.7308183574955302e+18,3.91,-0.07,3,5.067475761778071,-0.479449208122113
1.7308183575955543e+18,3.8,-0.09,3,5.103234869921005,-0.4744451983325345
1.7308183576956344e+18,3.7,-0.1,3,5.145189240168756,-0.4736045850223291
1.7308183577955016e+18,3.59,-0.12,3,5.172420017793008,-0.4687041899047262
1.7308183578955464e+18,3.48,-0.13,3,5.207747448145,-0.466624277012674
1.7308183579954747e+18,3.38,-0.14,3,5.24145831089455,-0.4669963059833413
1.7308183580955515e+18,3.27,-0.16,3,5.272465084543963,-0.4667276380779738
1.7308183581955725e+18,3.16,-0.17,3,5.317290845536953,-0.4664600322354374
1.7308183582955215e+18,3.06,-0.18,3,5.343522181206461,-0.4660915930881428
1.7308183583956544e+18,2.95,-0.2,3,5.378177917040513,-0.4658888810199716
1.7308183584955274e+18,2.84,-0.21,3,5.412162825082283,-0.4666217500464824
